-1.375369669248871e-06 -9.731928458586796e-06 6.573800361845143e-06 
-1.016219891873788e-05 5.930574379072085e-07 7.131911228513666e-06 
5.869482028648009e-08 -4.568171926613273e-06 4.52963226024419e-06 
1.598963885265322e-06 1.987168466128321e-05 3.692536636506245e-06 
9.160164858926778e-06 7.507849112513554e-06 -9.124447395529319e-07 
-3.355837543535676e-06 -6.047826158973208e-06 1.232705067097923e-05 
-8.877693517158682e-06 -2.434753528236182e-05 -6.857122253438242e-06 
-5.058887927602668e-06 -1.829058205726122e-05 7.302964596689059e-07 
-8.497755220518474e-06 1.65009963825968e-07 -1.436381877131021e-06 
-6.514309893636128e-06 -3.933427261150688e-07 8.177329008218388e-06 
3.223294765884508e-06 -6.620424563566378e-06 1.31924940195953e-05 
7.177717645636196e-06 -2.803798663328256e-06 6.465758518996801e-06 
1.091675430844061e-05 7.148369140085165e-07 -2.362186383951202e-06 
1.035763466435495e-05 -1.182863495693115e-05 -9.423111813166244e-07 
-4.592395475831809e-06 9.525703707474298e-07 1.569020141584264e-05 
-3.455035767707904e-07 -3.452522242706265e-06 -2.640037383399523e-06 
-5.846052999914643e-06 -1.442858640604547e-05 -8.842514717527582e-06 
7.096952526600391e-06 1.046953479885294e-05 -1.195311620053623e-05 
-9.208684468778086e-06 1.475470444226529e-05 1.729260565400214e-06 
-1.74352326218749e-06 1.335912200938168e-05 -1.811140479097861e-05 
4.984341808093229e-06 1.559691544805065e-07 5.018818682450879e-06 
-1.129005740941025e-05 1.058057190333995e-05 5.403496401456685e-06 
-1.348560072062039e-05 -7.647213588444132e-07 8.940206307315914e-06 
-2.268372509264605e-06 -3.565871534257274e-06 -9.397491920201196e-06 
-1.494102821268349e-06 -9.862139223421814e-06 7.14363602493612e-06 
-1.011062298140108e-06 1.169912370785706e-06 -3.492421236400335e-07 
-7.738196936988848e-08 1.081097320706091e-05 -1.189055547762679e-06 
1.198757325908933e-05 1.044611726569627e-05 4.419380444746558e-06 
9.713030521008049e-07 8.303209132589881e-07 1.435925371758636e-06 
-1.732688733663867e-05 9.417775531813073e-06 -1.818731789922412e-06 
8.322300823010515e-06 9.420559080138198e-06 -6.572866198659463e-06 
1.419286944781045e-07 1.876646028776878e-05 -8.563926038209307e-07 
6.900384687264568e-06 -2.604555982144426e-05 1.266712038061052e-05 
-2.688623317277654e-06 -4.273589571308883e-06 -3.531575249140057e-06 
-5.599282530970648e-06 1.506380819925057e-05 8.701708633442993e-06 
4.276491926994831e-06 -1.115516133802458e-05 5.441374240987655e-06 
4.837689993847686e-06 -9.777480964242819e-07 -8.26488737922059e-06 
-9.36739891125305e-06 -6.205881323660265e-06 8.725845781545061e-06 
-3.785125636602218e-06 1.137969625117718e-05 -3.028587298835433e-06 
-3.361353140048439e-06 -3.856572562657406e-06 -2.259429857820393e-06 
1.078986297189333e-05 5.332378940542772e-06 6.695544106173356e-06 
1.193726396849001e-05 -1.497142495810128e-05 8.535249297885736e-06 
3.959410149848507e-07 -9.189040964347347e-06 1.554007185301914e-05 
6.369694938061171e-06 1.740003971370099e-06 -1.099193597349956e-06 
-1.745723895946563e-05 5.601401186440774e-06 2.303925818863459e-05 
7.126845775720418e-06 -1.771298650579406e-05 -9.325273885627661e-06 
-1.991830381462329e-05 -9.029930220924775e-06 -1.165009826615505e-06 
-2.703609651228998e-06 1.110863190545663e-05 8.609008317754168e-06 
1.854383544884515e-05 -4.322306149102142e-06 -9.62494109506972e-06 
2.737637970401993e-06 3.146969764996439e-06 -1.932272311980125e-05 
-1.673791166535298e-06 1.134610451911508e-05 1.474203004261937e-05 
-3.89505471506276e-06 1.002306303121452e-05 7.771107219928808e-06 
2.025727030614329e-06 4.008792346992714e-06 3.41749224400195e-07 
-2.274650523817168e-06 -1.326378590041551e-05 2.365122065021614e-06 
1.307429984050599e-05 8.362425409160407e-06 -7.368363458888708e-06 
-1.334618411862628e-05 -5.693341496199893e-06 -2.599036066214305e-06 
-4.823648492919259e-06 -7.366762111761958e-06 2.09756171887179e-05 
-2.324752604153654e-05 2.628711186197014e-06 -2.188687251026787e-06 
-1.690762087474134e-05 7.959876051052947e-06 1.665172923271953e-07 
-4.775780939798774e-06 2.644982395287954e-06 1.580664691015444e-05 
-1.955968218744011e-06 -1.778205524751926e-06 -8.474147171644716e-06 
2.415477592743398e-06 -4.277306244144987e-06 -1.42690656735854e-05 
2.005207130524436e-06 3.731321202269838e-06 1.853433914113012e-05 
-5.565766787190885e-06 2.4299422410747e-06 -1.298729639586697e-05 
-2.685204481219009e-06 -1.129677337496361e-05 8.502034414953315e-06 
4.339993665616832e-06 -6.670782614450397e-06 7.768741237674285e-06 
6.721330259804745e-06 7.81441625466958e-06 -8.333691774559008e-07 
1.796820923965053e-07 6.261253337305156e-06 -1.063022148234317e-05 
-1.228414446349021e-05 -5.52139693556857e-06 -2.5993296738414e-06 
-3.064461680014438e-06 4.009690586697538e-06 1.608857717532513e-06 
-1.633424199167189e-06 6.334880016923377e-07 -6.647420953830534e-07 
2.116142240015664e-07 -6.583091750104122e-06 5.690594767951962e-07 
-6.897800767530876e-06 5.206861677117426e-06 -2.229456972491629e-06 
-7.746992878280686e-06 7.66943835405394e-06 -1.634845302812205e-05 
7.113246152604102e-06 9.805360555793375e-06 -1.412710117467843e-06 
5.046661197918602e-06 -1.425612958957641e-05 -2.251184015056371e-06 
-1.571296872937395e-05 -5.481214976475824e-06 1.597330946528342e-06 
-1.40118468151352e-05 4.138811594980909e-06 6.88767072371892e-06 
-7.323352519938388e-06 -2.030940843334453e-05 -9.328978854403821e-06 
4.794607025189084e-06 -1.477868104376427e-05 1.073701150649283e-05 
1.143366480363975e-05 6.239229596007825e-07 1.060493200289411e-05 
-1.363468443274896e-05 -1.371204366553714e-05 1.232836165509769e-06 
2.140128094523417e-06 -4.473869541691642e-06 -6.36490667670439e-06 
-1.323781684720496e-05 -1.358096870760761e-06 -1.415034270222224e-05 
5.127359712671205e-07 -3.619637909430705e-06 4.232565333102682e-06 
-1.875691509646803e-05 4.225217570687276e-06 -5.473836659215655e-07 
5.205755905812714e-06 2.049126589001757e-06 3.000220976072957e-06 
1.159387570738071e-05 -6.248934811900761e-06 -2.267162268087905e-06 
1.080350139064302e-05 1.000771234089589e-05 -4.77073267645539e-06 
-1.031670822150979e-05 -3.201429331980061e-06 -4.236104792456011e-06 
-3.782201538660706e-06 9.276223058005901e-07 -8.490666239982671e-07 
4.410085692947922e-07 -8.583789631815741e-07 7.269166143500641e-06 
3.023795716074388e-06 1.095983065964506e-05 -1.12022715035532e-05 
4.038762994142737e-07 9.978100955552617e-06 2.319763636818094e-05 
5.053615995900453e-06 1.846886609528479e-05 7.520667303661097e-06 
1.677166119370777e-05 1.331349925662863e-06 -2.669369514513888e-05 
-3.110185398619506e-08 -4.383268602675288e-06 2.007463663066056e-05 
8.988989065745142e-06 -4.163199956239844e-07 1.461824899605317e-05 
-1.434788464465345e-06 1.801835905881623e-05 -9.108877725973163e-06 
8.582213376708081e-06 2.567905061262789e-06 -1.618877265679908e-05 
4.572117131661624e-06 -1.280611245496972e-05 3.187659262117795e-06 
